,domain,reachedDomain,start,end,hasErrors,error,originalFile,cmp,cmps,pagerank,rank_group,wronglyTagged,status,statusSimplified,cmp_simplified,cmp_simplified_othered,cmp_simplified_othered_more,tld,tld_othered
7336,wow.com,yahoo.com,2022-11-28 16:43:10.473000+00:00,2022-11-28 16:49:27.241000+00:00,False,Successful,results.json_00007420-00007429.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",53393,"(50000, 60000]",False,successful,successful,yahoo,other,other,com,com
7355,shoveus.com,yahoo.com,2022-11-28 16:54:53.855000+00:00,2022-11-28 17:00:17.761000+00:00,False,Successful,results.json_00007440-00007449.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",53605,"(50000, 60000]",False,successful,successful,yahoo,other,other,com,com
7380,hetnet.nl,kpn.com,2022-11-28 17:09:22.002000+00:00,2022-11-28 17:15:06.480000+00:00,False,Successful,results.json_00007460-00007469.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",53779,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,nl,nl
7391,thepositiveimpactnow.com,yahoo.com,2022-11-28 17:15:41.206000+00:00,2022-11-28 17:20:56.916000+00:00,False,Successful,results.json_00007470-00007479.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",53862,"(50000, 60000]",False,successful,successful,yahoo,other,other,com,com
7394,mz-web.de,mz.de,2022-11-28 17:18:22.922000+00:00,2022-11-28 17:24:16.500000+00:00,False,Successful,results.json_00007470-00007479.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",53887,"(50000, 60000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,de,de
7396,saltstack.com,vmware.com,2022-11-28 17:19:51.460000+00:00,2022-11-28 17:25:05.473000+00:00,False,Successful,results.json_00007480-00007489.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",53895,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7410,eni.it,eni.com,2022-11-28 17:24:49.461000+00:00,2022-11-28 17:31:01.295000+00:00,False,Successful,results.json_00007490-00007499.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",53965,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,it,it
7413,getpebble.com,fitbit.com,2022-11-28 17:27:35.056000+00:00,2022-11-28 17:33:48.408000+00:00,False,Successful,results.json_00007490-00007499.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",54038,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7434,ag.com,americangreetings.com,2022-11-28 17:42:40.522000+00:00,2022-11-28 17:48:59.030000+00:00,False,Successful,results.json_00007510-00007519.json,tealium.com,['tealium.com'],54236,"(50000, 60000]",False,successful,successful,tealium.com,other,tealium.com,com,com
7437,telavox.se,telavox.com,2022-11-28 17:46:13.925000+00:00,2022-11-28 17:53:07.761000+00:00,False,Successful,results.json_00007520-00007529.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",54308,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,se,other
7457,dyndns-server.com,oracle.com,2022-11-28 18:05:20.763000+00:00,2022-11-28 18:15:58.088000+00:00,False,Successful,results.json_00007540-00007549.json,trustarc_popup_hider,"['trustarc_popup_hider', 'trustarcframe']",54473,"(50000, 60000]",False,successful,successful,trustarc,other,trustarc,com,com
7460,franceinfo.fr,francetvinfo.fr,2022-11-28 18:03:07.434000+00:00,2022-11-28 18:21:56.153000+00:00,False,Successful,results.json_00007540-00007549.json,didomi.io,['didomi.io'],54422,"(50000, 60000]",False,successful,successful,didomi.io,didomi.io,didomi.io,fr,fr
7467,narrativescience.com,tableau.com,2022-11-28 18:07:56.335000+00:00,2022-11-28 18:30:19.475000+00:00,False,Successful,results.json_00007550-00007559.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",54491,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7468,mytaxi.com,free-now.com,2022-11-28 18:21:56.154000+00:00,2022-11-28 18:30:25.331000+00:00,False,Successful,results.json_00007550-00007559.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",54517,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7499,convertro.com,yahoo.com,2022-11-28 18:57:11.065000+00:00,2022-11-28 19:06:02.791000+00:00,False,Successful,results.json_00007580-00007589.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",54763,"(50000, 60000]",False,successful,successful,yahoo,other,other,com,com
7509,identitynow.com,sailpoint.com,2022-11-28 19:06:56.816000+00:00,2022-11-28 19:18:05.211000+00:00,False,Successful,results.json_00007590-00007599.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",54823,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7523,ibm.net,ibm.com,2022-11-28 19:23:01.806000+00:00,2022-11-28 19:40:30.415000+00:00,False,Successful,results.json_00007600-00007609.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",54914,"(50000, 60000]",False,successful,successful,trustarc,other,trustarc,net,net
7563,isiknowledge.com,clarivate.com,2022-11-28 20:35:01.547000+00:00,2022-11-28 20:39:01.887000+00:00,False,Successful,results.json_00007640-00007649.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",55304,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7564,markmonitor.zone,markmonitor.com,2022-11-28 20:30:37.877000+00:00,2022-11-28 20:39:30.324000+00:00,False,Successful,results.json_00007640-00007649.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",55240,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,zone,other
7575,yahoo.co.kr,yahoo.com,2022-11-28 20:43:51.049000+00:00,2022-11-28 20:50:44.879000+00:00,False,Successful,results.json_00007660-00007669.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",55388,"(50000, 60000]",False,successful,successful,yahoo,other,other,kr,other
7578,yahoo.fr,yahoo.com,2022-11-28 20:46:24.409000+00:00,2022-11-28 20:53:36.656000+00:00,False,Successful,results.json_00007660-00007669.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",55441,"(50000, 60000]",False,successful,successful,yahoo,other,other,fr,fr
7582,sony-europe.com,sony.co.uk,2022-11-28 20:50:36.716000+00:00,2022-11-28 20:56:32.022000+00:00,False,Successful,results.json_00007660-00007669.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",55500,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7593,opinionjournal.com,wsj.com,2022-11-28 20:56:27.156000+00:00,2022-11-28 21:07:41.167000+00:00,False,Successful,results.json_00007670-00007679.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",55562,"(50000, 60000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,com,com
7598,eulerian.net,eulerian.com,2022-11-28 21:26:49.635000+00:00,2022-11-28 21:34:20.516000+00:00,False,Successful,results.json_00007680-00007689.json,Sirdata,['Sirdata'],55587,"(50000, 60000]",False,successful,successful,Sirdata,other,other,net,net
7608,ngc.com,northropgrumman.com,2022-11-28 21:35:19.088000+00:00,2022-11-28 21:44:56.647000+00:00,False,Successful,results.json_00007690-00007699.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",55673,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7609,oneqanatclub.com,yahoo.com,2022-11-28 21:38:43.291000+00:00,2022-11-28 21:44:56.831000+00:00,False,Successful,results.json_00007690-00007699.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",55711,"(50000, 60000]",False,successful,successful,yahoo,other,other,com,com
7630,carfaxbig.com,carfax.eu,2022-11-28 21:50:52.313000+00:00,2022-11-28 21:57:50.177000+00:00,False,Successful,results.json_00007710-00007719.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",55808,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7636,vtmgo.be,dpgmedia.be,2022-11-28 21:57:50.179000+00:00,2022-11-28 22:02:40.328000+00:00,False,Successful,results.json_00007720-00007729.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",55944,"(50000, 60000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,be,be
7642,vwfsag.de,vwfs.com,2022-11-28 22:00:23.637000+00:00,2022-11-28 22:06:46.988000+00:00,False,Successful,results.json_00007720-00007729.json,cookiecontrolcivic,['cookiecontrolcivic'],55959,"(50000, 60000]",False,successful,successful,cookiecontrolcivic,other,cookiecontrolcivic,de,de
7645,breadcrumb.com,upserve.com,2022-11-28 22:02:40.333000+00:00,2022-11-28 22:10:13.032000+00:00,False,Successful,results.json_00007730-00007739.json,onetrust_pctab,['onetrust_pctab'],55985,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7670,yahoo.ca,yahoo.com,2022-11-28 22:27:30.368000+00:00,2022-11-28 22:33:42.276000+00:00,False,Successful,results.json_00007750-00007759.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",56311,"(50000, 60000]",False,successful,successful,yahoo,other,other,ca,other
7694,bnpparibas.net,mabanque.bnpparibas,2022-11-28 22:36:36.020000+00:00,2022-11-28 22:46:18.143000+00:00,False,Successful,results.json_00007780-00007789.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",56444,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,net,net
7702,altera.com,intel.com,2022-11-28 22:41:59.198000+00:00,2022-11-28 22:49:36.661000+00:00,False,Successful,results.json_00007780-00007789.json,onetrust_pctab,['onetrust_pctab'],56536,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7719,nwa.com,delta.com,2022-11-28 22:46:49.564000+00:00,2022-11-28 23:05:32.391000+00:00,False,Successful,results.json_00007800-00007809.json,begadi.com,['begadi.com'],56595,"(50000, 60000]",True,successful,successful,begadi.com,other,other,com,com
7725,tarkett.com,tarkett.de,2022-11-28 23:03:42.295000+00:00,2022-11-28 23:08:40.039000+00:00,False,Successful,results.json_00007810-00007819.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",56753,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7751,outsystemsenterprise.com,outsystems.com,2022-11-28 23:37:48.883000+00:00,2022-11-28 23:45:59.475000+00:00,False,Successful,results.json_00007840-00007849.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",56888,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7767,ubmdns.com,informa.com,2022-11-28 23:47:07.319000+00:00,2022-11-28 23:55:18.429000+00:00,False,Successful,results.json_00007850-00007859.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",57027,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7801,euroleague.net,euroleaguebasketball.net,2022-11-29 00:15:53.069000+00:00,2022-11-29 00:27:51.512000+00:00,False,Successful,results.json_00007890-00007899.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",57443,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,net,net
7813,emersonprocess.com,emerson.com,2022-11-29 00:27:54.743000+00:00,2022-11-29 00:34:35.084000+00:00,False,Successful,results.json_00007900-00007909.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",57462,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7825,tuev-sued.de,tuvsud.com,2022-11-29 00:34:35.085000+00:00,2022-11-29 00:40:50.805000+00:00,False,Successful,results.json_00007910-00007919.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",57593,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,de,de
7841,pushmestar.com,yahoo.com,2022-11-29 00:46:50.774000+00:00,2022-11-29 00:53:13.284000+00:00,False,Successful,results.json_00007930-00007939.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",57731,"(50000, 60000]",False,successful,successful,yahoo,other,other,com,com
7852,sochi2014.com,olympics.com,2022-11-29 00:53:13.284000+00:00,2022-11-29 01:00:40.466000+00:00,False,Successful,results.json_00007940-00007949.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",57866,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7857,rjmetrics.com,adobe.com,2022-11-29 00:55:34.583000+00:00,2022-11-29 01:02:41.193000+00:00,False,Successful,results.json_00007940-00007949.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",57925,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7859,competitivecyclist.com,bergfreunde.de,2022-11-29 00:57:24.074000+00:00,2022-11-29 01:04:06.050000+00:00,False,Successful,results.json_00007940-00007949.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",57946,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7885,dyndns-home.com,oracle.com,2022-11-29 01:13:41.102000+00:00,2022-11-29 01:22:43.612000+00:00,False,Successful,results.json_00007970-00007979.json,trustarc_popup_hider,"['trustarc_popup_hider', 'trustarcframe']",58162,"(50000, 60000]",False,successful,successful,trustarc,other,trustarc,com,com
7890,heute.de,zdf.de,2022-11-29 01:18:52.407000+00:00,2022-11-29 01:25:52.431000+00:00,False,Successful,results.json_00007980-00007989.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",58228,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,de,de
7893,skyblog.com,skyrock.com,2022-11-29 01:21:27.341000+00:00,2022-11-29 01:27:55.873000+00:00,False,Successful,results.json_00007980-00007989.json,quantcast2b,['quantcast2b'],58252,"(50000, 60000]",False,successful,successful,quantcast,quantcast,quantcast,com,com
7896,dialsource.com,conquer.io,2022-11-29 01:23:29.103000+00:00,2022-11-29 01:29:54.041000+00:00,False,Successful,results.json_00007980-00007989.json,cookiebar,['cookiebar'],58285,"(50000, 60000]",False,successful,successful,cookiebar,cookiebar,cookiebar,com,com
7898,rbs.com,natwestgroup.com,2022-11-29 01:25:28.340000+00:00,2022-11-29 01:34:26.416000+00:00,False,Successful,results.json_00007980-00007989.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",58291,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7904,cheopscloud.com,cheops.com,2022-11-29 01:37:01.797000+00:00,2022-11-29 01:44:59.082000+00:00,False,Successful,results.json_00007990-00007999.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",58382,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7930,sonarcloud.io,sonarsource.com,2022-11-29 02:01:31.256000+00:00,2022-11-29 02:07:32.249000+00:00,False,Successful,results.json_00008020-00008029.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",58690,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,io,io
7932,techadvisor.co.uk,techadvisor.com,2022-11-29 02:03:08.071000+00:00,2022-11-29 02:09:32.112000+00:00,False,Successful,results.json_00008020-00008029.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",58714,"(50000, 60000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,uk,uk
7942,moat.com,oracle.com,2022-11-29 01:58:34.739000+00:00,2022-11-29 02:17:15.380000+00:00,False,Successful,results.json_00008030-00008039.json,trustarc_popup_hider,"['trustarc_popup_hider', 'trustarcframe']",58669,"(50000, 60000]",False,successful,successful,trustarc,other,trustarc,com,com
7988,888.com,888.de,2022-11-29 03:21:29.272000+00:00,2022-11-29 03:26:40.401000+00:00,False,Successful,results.json_00008070-00008079.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",59189,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7989,pushio.com,oracle.com,2022-11-29 03:21:29.268000+00:00,2022-11-29 03:27:07.174000+00:00,False,Successful,results.json_00008070-00008079.json,trustarc_popup_hider,"['trustarc_popup_hider', 'trustarcframe']",59129,"(50000, 60000]",False,successful,successful,trustarc,other,trustarc,com,com
7996,findhotel.net,vio.com,2022-11-29 03:26:18.963000+00:00,2022-11-29 03:29:29.821000+00:00,False,Successful,results.json_00008080-00008089.json,onetrust_pcpanel,['onetrust_pcpanel'],59263,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,net,net
7998,netbanx.com,paysafe.com,2022-11-29 03:23:48.055000+00:00,2022-11-29 03:30:46.880000+00:00,False,Successful,results.json_00008080-00008089.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",59197,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
7999,mynet.com.tr,mynet.com,2022-11-29 03:21:29.267000+00:00,2022-11-29 03:31:17.023000+00:00,False,Successful,results.json_00008080-00008089.json,bbc_fc,['bbc_fc'],59108,"(50000, 60000]",False,successful,successful,funding choices,other,funding choices,tr,other
8001,scalyr.com,dataset.com,2022-11-29 03:27:13.703000+00:00,2022-11-29 03:32:21.714000+00:00,False,Successful,results.json_00008090-00008099.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",59279,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
8002,lexus-europe.com,lexus.eu,2022-11-29 03:26:40.402000+00:00,2022-11-29 03:32:24.575000+00:00,False,Successful,results.json_00008090-00008099.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",59262,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
8008,acea.be,acea.auto,2022-11-29 03:29:14.946000+00:00,2022-11-29 03:34:10.131000+00:00,False,Successful,results.json_00008090-00008099.json,cookiebar,['cookiebar'],59325,"(50000, 60000]",True,successful,successful,cookiebar,cookiebar,cookiebar,be,be
8012,pokerstars.eu,pokerstars.de,2022-11-29 03:29:43.807000+00:00,2022-11-29 03:36:00.837000+00:00,False,Successful,results.json_00008100-00008109.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",59373,"(50000, 60000]",False,successful,successful,onetrust,onetrust,onetrust,eu,other
